일자	축제 명	성별	연령대	현지인 관광객 수(성별_연령)	외지인 관광객 수(성별_연령)	국적명	외국인 관광객 수(국적)	시간대	현지인 관광객 수(시간대)	외지인 관광객 수(시간대)	외국인 관광객 수(시간대)
2019-10-17	보은대추축제	남자	60대	808	1911						
2019-10-17	보은대추축제	남자	70대이상	495	909						
2019-10-17	보은대추축제	여자	10대	295	551						
2019-10-17	보은대추축제	여자	10대이하	34	7						
2019-10-17	보은대추축제	여자	20대	331	413						
2019-10-17	보은대추축제	여자	30대	448	367						
2019-10-17	보은대추축제	여자	40대	761	882						
2019-10-17	보은대추축제	여자	50대	1181	2474						
2019-10-17	보은대추축제	여자	60대	837	1924						
2019-10-17	보은대추축제	여자	70대이상	345	861						
2019-10-17	보은대추축제					기타	1				
2019-10-17	보은대추축제					대만	3				
2019-10-17	보은대추축제					독일	2				
2019-10-17	보은대추축제					미국	1				
2019-10-17	보은대추축제					중국	2				
2019-10-17	보은대추축제					홍콩	9				
2019-10-17	보은대추축제							새벽	827	1442	0
2019-10-17	보은대추축제							야간	767	1248	2
2019-10-17	보은대추축제							오전	1540	1790	2
2019-10-17	보은대추축제							오후	2234	5224	5
2019-10-17	보은대추축제							저녁	1706	1997	2
2019-10-17	보은대추축제							점심	1655	3958	7
2019-10-18	보은대추축제	남자	10대	442	1126						
2019-10-18	보은대추축제	남자	10대이하	40	46						
2019-10-18	보은대추축제	남자	20대	353	614						
2019-10-18	보은대추축제	남자	30대	518	541						
2019-10-18	보은대추축제	남자	40대	711	1120						
2019-10-18	보은대추축제	남자	50대	1186	1955						
2019-10-18	보은대추축제	남자	60대	818	1842						
2019-10-18	보은대추축제	남자	70대이상	559	918						
2019-10-18	보은대추축제	여자	10대	411	401						
2019-10-18	보은대추축제	여자	10대이하	21	10						
2019-10-18	보은대추축제	여자	20대	380	543						
2019-10-18	보은대추축제	여자	30대	478	502						
2019-10-18	보은대추축제	여자	40대	843	1088						
2019-10-18	보은대추축제	여자	50대	1344	2514						
2019-10-18	보은대추축제	여자	60대	766	1787						
2019-10-18	보은대추축제	여자	70대이상	292	812						
2019-10-18	보은대추축제					미국	3				
2019-10-18	보은대추축제					일본	4				
2019-10-18	보은대추축제					홍콩	4				
2019-10-18	보은대추축제							새벽	831	1976	3
2019-10-18	보은대추축제							야간	811	1232	0
2019-10-18	보은대추축제							오전	1615	2306	1
2019-10-18	보은대추축제							오후	2489	4614	3
2019-10-18	보은대추축제							저녁	1674	1840	1
2019-10-18	보은대추축제							점심	1742	3851	3
2019-10-19	보은대추축제	남자	10대	604	752						
2019-10-19	보은대추축제	남자	10대이하	57	206						
2019-10-19	보은대추축제	남자	20대	418	1250						
2019-10-19	보은대추축제	남자	30대	574	2186						
2019-10-19	보은대추축제	남자	40대	734	3281						
2019-10-19	보은대추축제	남자	50대	1252	5933						
2019-10-19	보은대추축제	남자	60대	838	3875						
2019-10-19	보은대추축제	남자	70대이상	483	1178						
2019-10-19	보은대추축제	여자	10대	511	675						
2019-10-19	보은대추축제	여자	10대이하	33	168						
2019-10-19	보은대추축제	여자	20대	425	1380						
2019-10-19	보은대추축제	여자	30대	488	2392						
2019-10-19	보은대추축제	여자	40대	873	3743						
2019-10-19	보은대추축제	여자	50대	1443	6581						
2019-10-19	보은대추축제	여자	60대	808	3496						
2019-10-19	보은대추축제	여자	70대이상	292	1119						
2019-10-19	보은대추축제					미국	2				
2019-10-19	보은대추축제					중국	4				
2019-10-19	보은대추축제					홍콩	3				
2019-10-19	보은대추축제							새벽	748	2215	0
2019-10-19	보은대추축제							야간	934	3321	0
2019-10-19	보은대추축제							오전	1572	3485	0
2019-10-19	보은대추축제							오후	2644	14384	7
2019-10-19	보은대추축제							저녁	2128	6317	1
2019-10-19	보은대추축제							점심	1807	8493	1
2019-10-20	보은대추축제	남자	10대	454	586						
2019-10-20	보은대추축제	남자	10대이하	51	95						
2019-10-20	보은대추축제	남자	20대	401	1365						
2019-10-20	보은대추축제	남자	30대	536	2459						
2019-10-20	보은대추축제	남자	40대	715	3231						
2019-10-20	보은대추축제	남자	50대	1321	6375						
2019-10-20	보은대추축제	남자	60대	884	4172						
2019-10-20	보은대추축제	남자	70대이상	415	1220						
2019-10-20	보은대추축제	여자	10대	405	511						
2019-10-20	보은대추축제	여자	10대이하	32	116						
2019-10-20	보은대추축제	여자	20대	382	1351						
2019-10-20	보은대추축제	여자	30대	384	2184						
2019-10-20	보은대추축제	여자	40대	757	3666						
2019-10-20	보은대추축제	여자	50대	1322	7377						
2019-10-20	보은대추축제	여자	60대	786	3449						
2019-10-20	보은대추축제	여자	70대이상	252	1020						
2019-10-20	보은대추축제					미국	7				
2019-10-20	보은대추축제					중국	3				
2019-10-20	보은대추축제					홍콩	8				
2019-10-20	보은대추축제							새벽	893	5080	0
2019-10-20	보은대추축제							야간	644	788	0
2019-10-20	보은대추축제							오전	1530	6334	3
2019-10-20	보은대추축제							오후	2669	13270	11
2019-10-20	보은대추축제							저녁	1751	2746	0
2019-10-20	보은대추축제							점심	1610	10959	4
2019-10-21	보은대추축제	남자	10대	458	92						
2019-10-21	보은대추축제	남자	10대이하	42	6						
2019-10-21	보은대추축제	남자	20대	369	329						
2019-10-21	보은대추축제	남자	30대	395	360						
2019-10-21	보은대추축제	남자	40대	552	477						
2019-10-21	보은대추축제	남자	50대	925	805						
2019-10-21	보은대추축제	남자	60대	555	631						
2019-10-21	보은대추축제	남자	70대이상	347	219						
2019-10-21	보은대추축제	여자	10대	320	39						
2019-10-21	보은대추축제	여자	10대이하	21	2						
2019-10-21	보은대추축제	여자	20대	189	173						
2019-10-21	보은대추축제	여자	30대	334	191						
2019-10-21	보은대추축제	여자	40대	617	361						
2019-10-21	보은대추축제	여자	50대	744	836						
2019-10-21	보은대추축제	여자	60대	516	583						
2019-10-21	보은대추축제	여자	70대이상	243	293						
2019-10-21	보은대추축제					말레이시아	2				
2019-10-21	보은대추축제					베트남	5				
2019-10-21	보은대추축제					중국	2				
2019-10-21	보은대추축제					프랑스	4				
2019-10-21	보은대추축제							새벽	1024	910	0
2019-10-21	보은대추축제							야간	599	458	0
2019-10-21	보은대추축제							오전	1230	846	0
2019-10-21	보은대추축제							오후	1485	1246	6
2019-10-21	보은대추축제							저녁	1151	589	5
2019-10-21	보은대추축제							점심	1138	1348	2
2019-10-22	보은대추축제	남자	10대	423	89						
2019-10-22	보은대추축제	남자	10대이하	35	8						
2019-10-22	보은대추축제	남자	20대	324	253						
2019-10-22	보은대추축제	남자	30대	437	399						
2019-10-22	보은대추축제	남자	40대	597	469						
2019-10-22	보은대추축제	남자	50대	872	817						
2019-10-22	보은대추축제	남자	60대	528	632						
2019-10-22	보은대추축제	남자	70대이상	334	225						
2019-10-22	보은대추축제	여자	10대	314	29						
2019-10-22	보은대추축제	여자	10대이하	27	0						
2019-10-22	보은대추축제	여자	20대	255	231						
2019-10-22	보은대추축제	여자	30대	357	182						
2019-10-22	보은대추축제	여자	40대	723	309						
2019-10-22	보은대추축제	여자	50대	772	720						
2019-10-22	보은대추축제	여자	60대	501	562						
2019-10-22	보은대추축제	여자	70대이상	275	190						
2019-10-22	보은대추축제					대만	10				
2019-10-22	보은대추축제					베트남	3				
2019-10-22	보은대추축제					캐나다	2				
2019-10-22	보은대추축제					프랑스	5				
2019-10-22	보은대추축제					호주	1				
2019-10-22	보은대추축제							새벽	903	865	0
2019-10-22	보은대추축제							야간	725	425	0
2019-10-22	보은대추축제							오전	1198	888	6
2019-10-22	보은대추축제							오후	1452	1220	5
2019-10-22	보은대추축제							저녁	1345	494	4
2019-10-22	보은대추축제							점심	1151	1223	6
2019-10-23	보은대추축제	남자	10대	529	201						
2019-10-23	보은대추축제	남자	10대이하	51	11						
2019-10-23	보은대추축제	남자	20대	356	278						
2019-10-23	보은대추축제	남자	30대	401	462						
2019-10-23	보은대추축제	남자	40대	534	413						
2019-10-23	보은대추축제	남자	50대	848	670						
2019-10-23	보은대추축제	남자	60대	463	563						
2019-10-23	보은대추축제	남자	70대이상	356	283						
2019-10-23	보은대추축제	여자	10대	304	125						
2019-10-23	보은대추축제	여자	10대이하	41	2						
2019-10-23	보은대추축제	여자	20대	259	197						
2019-10-23	보은대추축제	여자	30대	378	138						
2019-10-23	보은대추축제	여자	40대	657	318						
2019-10-23	보은대추축제	여자	50대	733	620						
2019-10-23	보은대추축제	여자	60대	497	525						
2019-10-23	보은대추축제	여자	70대이상	212	185						
2019-10-23	보은대추축제					기타	4				
2019-10-23	보은대추축제					러시아	1				
2019-10-23	보은대추축제					미국	6				
2019-10-23	보은대추축제					베트남	3				
2019-10-23	보은대추축제					중국	2				
2019-10-23	보은대추축제					프랑스	3				
2019-10-23	보은대추축제					호주	2				
2019-10-23	보은대추축제							새벽	957	753	0
2019-10-23	보은대추축제							야간	634	493	0
2019-10-23	보은대추축제							오전	1187	821	1
2019-10-23	보은대추축제							오후	1449	1122	6
2019-10-23	보은대추축제							저녁	1236	582	3
2019-10-23	보은대추축제							점심	1156	1220	11
2019-10-24	보은대추축제	남자	10대	481	189						
2019-10-24	보은대추축제	남자	10대이하	55	5						
2019-10-24	보은대추축제	남자	20대	303	354						
2019-10-24	보은대추축제	남자	30대	459	614						
2019-10-24	보은대추축제	남자	40대	625	588						
2019-10-24	보은대추축제	남자	50대	823	786						
2019-10-24	보은대추축제	남자	60대	544	717						
2019-10-24	보은대추축제	남자	70대이상	325	259						
2019-10-24	보은대추축제	여자	10대	303	117						
2019-10-24	보은대추축제	여자	10대이하	24	0						
2019-10-24	보은대추축제	여자	20대	303	334						
2019-10-24	보은대추축제	여자	30대	389	152						
2019-10-24	보은대추축제	여자	40대	663	338						
2019-10-24	보은대추축제	여자	50대	831	835						
2019-10-24	보은대추축제	여자	60대	517	565						
2019-10-24	보은대추축제	여자	70대이상	180	318						
2019-10-24	보은대추축제					대만	9				
2019-10-24	보은대추축제					캐나다	4				
2019-10-24	보은대추축제					태국	5				
2019-10-24	보은대추축제					홍콩	2				
2019-10-24	보은대추축제							새벽	952	952	0
2019-10-24	보은대추축제							야간	777	622	0
2019-10-24	보은대추축제							오전	1161	1001	0
2019-10-24	보은대추축제							오후	1420	1268	11
2019-10-24	보은대추축제							저녁	1381	707	4
2019-10-24	보은대추축제							점심	1134	1621	5
2019-10-25	보은대추축제	남자	10대	513	143						
2019-10-25	보은대추축제	남자	10대이하	62	4						
2019-10-25	보은대추축제	남자	20대	302	399						
2019-10-25	보은대추축제	남자	30대	434	639						
2019-10-25	보은대추축제	남자	40대	560	663						
2019-10-25	보은대추축제	남자	50대	904	1072						
2019-10-25	보은대추축제	남자	60대	535	687						
2019-10-25	보은대추축제	남자	70대이상	334	290						
2019-10-25	보은대추축제	여자	10대	326	58						
2019-10-25	보은대추축제	여자	10대이하	26	13						
2019-10-25	보은대추축제	여자	20대	331	414						
2019-10-25	보은대추축제	여자	30대	366	216						
2019-10-25	보은대추축제	여자	40대	689	550						
2019-10-25	보은대추축제	여자	50대	885	1113						
2019-10-25	보은대추축제	여자	60대	507	718						
2019-10-25	보은대추축제	여자	70대이상	172	237						
2019-10-25	보은대추축제					대만	14				
2019-10-25	보은대추축제					미국	1				
2019-10-25	보은대추축제							새벽	992	1155	0
2019-10-25	보은대추축제							야간	805	943	0
2019-10-25	보은대추축제							오전	1114	971	2
2019-10-25	보은대추축제							오후	1551	1685	6
2019-10-25	보은대추축제							저녁	1341	994	0
2019-10-25	보은대추축제							점심	1143	1468	7
2019-10-26	보은대추축제	남자	10대	574	748						
2019-10-26	보은대추축제	남자	10대이하	42	33						
2019-10-26	보은대추축제	남자	20대	361	813						
2019-10-26	보은대추축제	남자	30대	349	1301						
2019-10-26	보은대추축제	남자	40대	564	2297						
2019-10-26	보은대추축제	남자	50대	806	3853						
2019-10-26	보은대추축제	남자	60대	514	2047						
2019-10-26	보은대추축제	남자	70대이상	326	554						
2019-10-26	보은대추축제	여자	10대	488	287						
